chrXII	931349	931697	-
chrXII	987141	987211	+
chrXII	1024572	1024653	+
chrXII	1028868	1029251	+
chrXII	1067084	1067362	+
chrXIII	3791	3889	-
chrXIII	23360	23657	-
chrXIII	82290	82372	+
chrXIII	99259	99374	-
chrXIII	123742	124156	-
chrXIII	140090	140182	-
chrXIII	163308	163715	-
chrXIII	168833	168846	+
chrXIII	196103	196133	-
chrXIII	206097	206202	+
chrXIII	211444	211569	+
chrXIII	223380	223780	-
chrXIII	225239	225337	-
chrXIII	225891	226288	+
chrXIII	236591	236952	+
chrXIII	337817	337902	+
chrXIII	352316	352333	+
chrXIII	379338	379371	-
chrXIII	424997	425152	+
chrXIII	499878	500150	-
chrXIII	504932	504963	+
chrXIII	517563	517884	+
chrXIII	537448	537563	+
chrXIII	550801	551202	-
chrXIII	551951	552494	+
chrXIII	651160	651622	+
chrXIII	652775	652846	-
chrXIII	666933	667016	-
chrXIII	721198	721344	-
chrXIII	732465	732874	+
chrXIII	753742	754218	-
chrXIII	837966	837979	+
chrXIII	854816	854897	+
chrXIV	5931	6078	-
chrXIV	48293	48400	+
chrXIV	62372	62922	-
chrXIV	64018	64449	-
chrXIV	145149	145253	-
chrXIV	185491	185585	+
chrXIV	331325	331836	+
chrXIV	350957	351052	+
chrXIV	366035	366156	+
chrXIV	374905	374922	+
chrXIV	380689	380780	-
chrXIV	414911	415912	+
chrXIV	443043	443074	+
chrXIV	443826	444170	-
chrXIV	494524	494972	-
chrXIV	534874	534964	-
chrXIV	545291	545369	+
chrXIV	547129	547159	+
chrXIV	557610	557683	+
chrXIV	568150	568180	+
chrXIV	609790	609873	+
chrXIV	622944	623285	+
chrXIV	721770	722301	-
chrXV	80360	80773	+
chrXV	92440	92829	-
chrXV	93843	94289	-
chrXV	240947	241024	-
chrXV	242441	242503	-
chrXV	274709	274727	+
chrXV	288230	288243	+
chrXV	301132	301161	+
chrXV	438679	438701	+
chrXV	464485	464514	+
chrXV	505937	506337	+
chrXV	552665	552873	-
chrXV	678379	678789	-
chrXV	778859	779385	-
chrXV	780120	780276	+
chrXV	867149	867585	+
chrXV	900767	901192	-
chrXV	912085	912431	-
chrXV	980718	980750	+
chrXVI	5840	5987	-
chrXVI	56204	56237	-
chrXVI	75985	76222	-
chrXVI	96153	96232	-
chrXVI	138725	138863	+
chrXVI	173162	173570	+
chrXVI	173665	174071	+
chrXVI	218646	218745	+
chrXVI	281373	281502	-
chrXVI	282140	282664	+
chrXVI	305306	305410	+
chrXVI	345444	345595	-
chrXVI	377995	378388	-
chrXVI	404956	405456	+
chrXVI	406646	407066	+
chrXVI	412261	413011	+
chrXVI	492918	493019	-
chrXVI	560233	560251	-
chrXVI	582558	582700	-
chrXVI	622575	622593	-
chrXVI	623577	623709	+
chrXVI	654167	654569	+
chrXVI	678193	678278	-
chrXVI	729385	729480	-
chrXVI	769242	769264	-
chrXVI	795029	795393	+
chrXVI	833693	833826	+
chrXVI	883387	883485	+
chrXVI	911276	911351	+
chrXVI	943050	943197	+
chrmt	13986	16433	+
chrmt	13986	16433	+
chrmt	16470	18952	+
chrmt	13986	16433	+
chrmt	16470	18952	+
chrmt	18991	20506	+
chrmt	13986	16433	+
chrmt	16470	18952	+
chrmt	18991	20506	+
chrmt	20984	21993	+
chrmt	13986	16433	+
chrmt	16470	18952	+
chrmt	18991	20506	+
chrmt	20984	21993	+
chrmt	22246	23610	+
chrmt	23746	25316	+
chrmt	25342	26227	+
chrmt	24870	24904	+
chrmt	36954	37721	+
chrmt	36954	37721	+
chrmt	37736	39139	+
chrmt	36954	37721	+
chrmt	37736	39139	+
chrmt	39217	40839	+
chrmt	36954	37721	+
chrmt	37736	39139	+
chrmt	39217	40839	+
chrmt	41090	42506	+
chrmt	42558	43295	+
chrmt	60724	61866	+
chrmt	75622	75661	+
chrmt	75872	75902	+
